work_key,title,evidence_set,dominant_contribution,year,venue,peer_reviewed,frozen_citation_count,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,decision_reason,evidence_basis,evidence_locator,author_signoff_required,human_scope_decision,human_contribution_decision,human_notes
arxiv:2410.02506,Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems,set1_core,general,2024,International Conference on Learning Representations,yes,0,I2_communication_routing,unspecified,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2410.02506 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2410.02506,yes,,,
doi:10.1609/aaai.v40i31.39812,DAWN: Distributed LLM Multi-Agent Workflow Synthesis,set1_core,general,2026,AAAI proceedings,yes,0,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general.,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
arxiv:2509.11035,Free-MAD: Consensus-Free Multi-Agent Debate,set1_core,general,2025,FINDINGS ACL,yes,0,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity;R4_trajectory_goal_drift;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2509.11035 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2509.11035,yes,,,
arxiv:2410.11782,G-Designer: Architecting Multi-agent Communication Topologies via Graph Neural Networks,set1_core,general,2024,International Conference on Machine Learning,yes,0,I2_communication_routing,unspecified,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2410.11782 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2410.11782,yes,,,
doi:10.1609/aaai.v40i35.40231,MPAS: Breaking Sequential Constraints of Multi-Agent Communication Topologies via Individual-Epistemic Message Propagation,set1_core,general,2026,Open MIND,yes,1,I2_communication_routing,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set1_core and assigned dominant_contribution=general.,abstract,corpus/review_queue.csv:paper_section=Methodology and Limitations,yes,,,
doi:10.56726/irjmets98584,A Literature Survey on Privacy-Preserving Multi-Agent RAG Systems with an Intelligent Tag-Inference Routing System,set1_core,survey,2026,International Research Journal of Modernization in Engineering Technology and Science,yes,0,I1_boundary_admission;I2_communication_routing,R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,full_text,blocked-source-review/blocked-source-resolution-0/resolved_0.jsonl:pdf_url=https://www.irjmets.com/upload_newfiles/irjmets80500183032/paper_file/irjmets80500183032.pdf | full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://doi.org/10.56726/irjmets98584 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-0/resolved_0.jsonl:pdf_url=https://www.irjmets.com/upload_newfiles/irjmets80500183032/paper_file/irjmets80500183032.pdf | full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://doi.org/10.56726/irjmets98584,yes,,,
doi:10.59324/ejaset.2026.4(2).16,Orchestration and Verification of Agentic AI Systems: A Survey of Multi-Agent Collaboration and Safety,set1_core,survey,2026,"European Journal of Applied Science, Engineering and Technology",yes,0,I4_delegation_action;I6_observation_defense,unspecified,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://ejaset.com/index.php/journal/article/download/463/326 | corpus/review_queue.csv:paper_section=Overview and Related Work | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://ejaset.com/index.php/journal/article/download/463/326,yes,,,
ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,set1_core,survey,2025,npj Artificial Intelligence,yes,0,I2_communication_routing,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.23847 | corpus/review_queue.csv:paper_section=Methodology and Limitations | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.23847,yes,,,
raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,set1_core,survey,2025,AI Open,yes,37,I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=37. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,full_text,blocked-source-review/blocked-source-resolution-3/resolved_3.jsonl:pdf_url=https://arxiv.org/pdf/2506.04133 | full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.04133 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-3/resolved_3.jsonl:pdf_url=https://arxiv.org/pdf/2506.04133 | full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.04133,yes,,,
doi:10.38124/ijisrt/26feb1090,Trustworthy Agentic AI: A Survey and Taxonomy of Secure Coordination and Hallucination Mitigation in Multi-Agent Large Language Model Systems,set1_core,survey,2026,International Journal of Innovative Science and Research Technology,yes,1,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Meets the Set 1 union rule (peer reviewed OR citations >= 10).,full_text,blocked-source-review/blocked-source-resolution-7/resolved_7.jsonl:pdf_url=https://www.ijisrt.com/assets/upload/files/IJISRT26FEB1090.pdf | full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://www.ijisrt.com/assets/upload/files/IJISRT26FEB1090.pdf | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-7/resolved_7.jsonl:pdf_url=https://www.ijisrt.com/assets/upload/files/IJISRT26FEB1090.pdf | full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://www.ijisrt.com/assets/upload/files/IJISRT26FEB1090.pdf,yes,,,
doi:10.15480/882.17223,Adversarial robustness of LLM-based multi-agent systems for engineering problems,set2_emerging,attack,2026,Frontiers in Artificial Intelligence,unclear,0,I2_communication_routing;I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,attack,2025,arXiv.org,no,0,I4_delegation_action,R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.01586 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.01586,yes,,,
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,set2_emerging,attack,2026,,unclear,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.15727 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.15727,yes,,,
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,attack,2025,arXiv.org,no,8,I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=8. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2504.16489 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2504.16489,yes,,,
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,attack,2026,arXiv.org,no,0,I1_boundary_admission;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.05632 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.05632,yes,,,
doi:10.2139/ssrn.6892378,Business Insider: A Multi-agent Knowledge Graph Architecture for Corporate Control Inference and Strategic Vulnerability Analysis across Regulatory Jurisdictions,set3_context,attack,2026,SSRN Electronic Journal,no,0,unspecified,R1_propagation_persistence,interaction_amplified,2026-08-21 named secondary membership signoff: moved to set3_context. The named human decision covers corpus membership only; source evidence verification remains pending.,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> set3_context; dominant_contribution retained as attack.,abstract,,no,move_set3,,
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,attack,2026,arXiv (Cornell University),no,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.07790 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.07790,yes,,,
